username,review,clean_review
ismanto jogja,"Metode pembayaran ketika kita KLIK lihat semua , error mulu.. menyebalkan , keteranganya : Halaman web tidak tersedia. Padahal kita pingin bayar pakai Ewallet dana....tp knp eror mulu...halaman web tidak tersedia, akhirnya tidak jadi belanja deh..",metode bayar klik lihat semua error mulu sebal keteranganya halaman web sedia padahal kita pingin bayar pakai ewallet danatp knp eror muluhalaman web sedia akhir jadi belanja deh
D.A.,"Saya member tokopedia sejak 2012, tapi sekarang kecewa dengan tokopedia karena aplikasi ini lebih membela penjual, daripada hak perlindungan konsumen. Barang beli 2 dikirim satu ketika dikomplain gak diterima. Lebih baik pakai aplikasi lain banyak promonya.",member tokopedia sejak 2012 sekarang kecewa tokopedia aplikasi lebih bela jual hak lindung konsumen barang beli 2 kirim satu komplain gak terima lebih baik pakai aplikasi banyak promonya
nizar gitaris,"Fungsi tokopedia care buat apa sih ?, respon lambat, gak ngasih solusi, juga pengembalian dana refund yg harusnya langsung karna bayar pake va, jadi nunggu 1x24 jam, ini aplikasi ada kebohongannya juga, gak ada jaminan juga habis 1x24jam dana refund bisa balik, aplikasi gini ko tipu2 ?",fungsi tokopedia care buat apa sih respon lambat gak ngasih solusi kembali dana refund yang harus langsung karna bayar pake va jadi nunggu 1x24 jam aplikasi bohong gak jamin habis 1x24jam dana refund balik aplikasi gin ko tipu2
Angka Wijaya,"Fitur pencarian chat Tokopedia udah di hilangkan padahal sebelumnya ada, Tokopedia sekarang jadi jelek gak bagus lagi, bisa2nya fitur sederhana yg sangat berguna malah di hilangkan",fitur cari chat tokopedia udah hilang padahal belum tokopedia sekarang jadi jelek gak bagus bisa2nya fitur sederhana yang sangat guna malah hilang
Alexandre Aryasatya Dua,"Wah tokopedia ini gila, karena bisa memberikan harga lebih murah, terutama jika mendekati tanggal kembarr.. salut sih, gk kayak toko oren yg tanggal kembarnya cuma angka doang yg berubah.. harga gk ada perubahannya.. no 1 inimah tokopedia, selalu memberikan perubahan!!!!",wah tokopedia gila bisa beri harga lebih murah utama dekat tanggal kembarr salut sih gak kayak toko oren yang tanggal kembar cuma angka doang yang ubah harga gak ubah no 1 inimah tokopedia selalu beri ubah
Deswira Satria,"Tokopedia sekarang sudah jauh tertinggal dari toko sebelah, belanja ditokopedia kebanyakan tidak bisa COD dan ongkirnya mengerikan 👎👎, disebelah bukan cuma COD, tapi COD - Cek Dulu (keren), dan ongkirnya juga murah meriah, goodby tokped.",tokopedia sekarang jauh tinggal toko belah belanja ditokopedia banyak bisa cod ongkirnya keri belah bukan cuma cod cod cek dulu keren ongkirnya murah riah goodby tokped
Herni Kusmira,"Pesanan sering di batalkan otomatis karena mungkin banyak alamat yang sama, padahal saya merekomendasikan tokopedia ini sama teman teman tapi apa gara gara alamat nya sama jd banyak yang di batalkan sistem sangat buruk sekali,, Kata nya suruh ajak teman giliran di ksh tau pada donload ujung ujungnya di tolak👎",pesan sering batal otomatis mungkin banyak alamat sama padahal rekomendasi tokopedia sama teman teman apa gara gara alamat nya sama jadi banyak batal sistem sangat buruk sekali kata nya suruh ajak teman gilir ksh tau donload ujung ujung di tolak
Robby Oby,beda jauh sama shope' pengiriman shope jika luar kota paling lambat 4/5 jika jakarta-jateng paling lambat 3/4 hari. ini bisa sampai 6 hari dan pelacakan detail tidak terlalu jelas. ongkirnya mahal pengiriman lambat. tidak ada yang se cepat shope.,beda jauh sama shope kirim shope luar kota paling lambat 45 jakartajateng paling lambat 34 hari bisa 6 hari lacak detail terlalu jelas ongkirnya mahal kirim lambat ada se cepat shope
Rio Prabowo,"Semakin lama semakin gak bener ini aplikasi. Mau program guncang kek, apa kek, saya gak pernah sekalipun dapet. Padahal saya user cukup lama. Dan akhir2 saya gak bisa hapus chat. Disuruh ke Tokopedia Care. Selesai? Oo tentu tidak. Sejak kapan Tokopedia Care Solutif? Dan saya yakin bukan saya saja yang mengeluhkan hal yg sama. Parah lah pokoknya.",makin lama makin gak bener aplikasi mau program guncang kek apa kek gak pernah sekalipun dapet padahal user cukup lama akhir2 gak hapus chat suruh tokopedia care selesai oo tidak sejak kapan tokopedia care solutif yakin bukan saya saja keluh yang sama parah lah pokok
Indonesia Glory,"Tolong untuk kurir pengiriman jangan di hiden dong pilihan kurir nya, sering dapet PT. Anter Aja, kerjanya LEMOT. Someday rasa freeongkir. Gua gk mau pake PT. ANTERAJA, jadi tolong opsi kurir di munculkan nama kurirnya.",untuk kurir kirim jangan hiden dong pilih kurir nya sering dapet pt anter aja kerja lot someday rasa freeongkir gua gak mau pake pt anteraja jadi opsi kurir muncul nama kurir
Upus Bae,"udah 3 kali pesanan dibatalin secara otomatis sama Tokopedia bikin kesel. daftar pengguna baru juga cuma dapet gratis ongkir doang gak dapet diskon, padahal ada tulisan khusus pengguna baru tapi harganya yaa segitu² aja gk turun. jelek ~~ tgl 6 Januari 2025 lgi² pesanan gw dibatalin oleh sistem arghh, minimal klo dibatalin jgn cuman duitnya doang dong yg dikembaliin tpi voucher² nya juga dibalikin. mana tu tote bag buat tanggal 11 lgi huhh. dahlah udh kecewa bgt gw sama ni apk.",udah 3 kali pesan dibatalin otomatis sama tokopedia bikin kesel daftar guna baru cuma dapet gratis ongkir doang gak dapet diskon padahal tulis khusus guna baru harga yaa segitu aja gak turun jelek tgl 6 januari 2025 lgi pesan gw dibatalin sistem arghh minimal klo dibatalin jgn cuman duit doang dong yang dikembaliin tpi voucher nya dibalikin mana tu tote bag buat tanggal 11 lgi huhh dah udh kecewa banget gw sama ni apk
Atik Sumarti,Sangat kecewa dengan sistem Tokopedia order barang sudah di prosese 2 hari..gak taunya di batalkan oleh sistem sangat sangat kecewa sudah 2 klu saya order di topet di batalkan begituan saja👎👎,sangat kecewa sistem tokopedia order barang prosese 2 harigak tau batal sistem sangat sangat kecewa 2 klu order topet di batal begitu
Muhammad Washil Ardhi,"Ulasan Kedua saya, Ulasan Pertama terkait Pengiriman Yang Sangat Amat Tidak Profesional, Ulasan Kedua, Komplain Produk Bermasalah, Saya selaku Pembeli mengajukan refund, dan disetujui 2 Belah Pihak (Pembeli saya, dan Penjual Toko Alat Musik Nada), barang sayang kirim kembali dan pada tgl 28/12/2024 jam 14:19 Barang sdh diterima oleh Pihak Penjual, namun sampai Tanggal 31/12/2024 jam 18:46 Refunda dana saya belum dikembalikan ke saya. Aplikasi Tokopedia Proses membingungkan, juga ribet.",ulas dua ulas pertama kait kirim sangat tidak profesional ulas dua komplain produk masalah selaku beli aju refund tuju 2 belah pihak beli dan jual toko alat musik nada barang sayang kirim dan tgl 28122024 jam 1419 barang sdh terima pihak jual sampai tanggal 31122024 jam 1846 refunda dana belum kembali saya aplikasi tokopedia proses bingung ribet
Nita Nitaa,"Haduh lagi lagi saya kecewa sama Tokopedia ini dulu saya pernah belanja dan tidak sesuai pesanan,terus saya hapus dan sekarang saya download lagi saya belanja lagi dan saya kecewa lagi hahahha apa guna nya ada pembatalan barang kalau nyata nya pesanan tetap maksa di kirim padahal saya batalin juga belum ada 5 menit dari waktu yang saya pesan sama sekali gak ada solusi...",haduh kecewa sama tokopedia dulu pernah belanja tidak sesuai pesananterus hapus sekarang download belanja dan kecewa lagi hahahha apa nya batal barang kalau nyata nya pesan tetap maksa kirim padahal saya batalin belum 5 menit waktu saya pesan sama sekali gak solusi
Muhammad Yusuf Agung,"satu fitur yang sangat disayangkan hilang tanpa ada penjelasan. Yaitu split payment, padahal bisa digunakan untuk membeli barang sekaligus meningkatkan limit baik dari cc tokopedia card atau Gopaylater. Mohon untuk tanggapannya",satu fitur sangat sayang hilang ada jelas split payment padahal guna beli barang sekaligus tingkat limit baik cc tokopedia card gopaylater mohon tanggap
Fredy ASB,"Kembali berulah gratis ongkir cuman buat toko yang dilayani tokopedia, lah berarti toko yang lain gak dilayani gitu... Hadeh... Yang bikin bertahan itu gratis ongkirnya, kalo gak ada lagi ya mending pindah app yang lain lah",ulah gratis ongkir cuman buat toko layan tokopedia lah arti toko lain gak layan gitu hadeh bikin tahan gratis ongkirnya kalo gak lagi mending pindah app lain lah
Eka Rahmat Hidayat,"biaya administrasi top up murah, dapat promo promo menarik👍 Tapi setelah pembaruan kenapa ga bisa buka ulasan ya Ulasan ini penting buat rekomendasi produk yang kita beli Tolong dong di perbaiki, biar ulasannya bisa normal lagi",biaya administrasi top up murah promo promo tarik telah baru ga buka ulas ulas penting buat rekomendasi produk kita beli dong baik biar ulas normal
Haber Muhammad haber,"Teruntuk tim Tokopedia tolong,ini saya mau daftar susah pas sudah daftar seharusnya otomatis dapat voucher pengguna baru hingga 30rb atau potongan diskon hingga 70% di semua keluarga juga dapat kecuali saya pas daftar untuk pertama kalinya jadi mohon bantuannya ini sangat tidak adil,saya daftar nya gimana kalo gak dapat voucher pengguna baru dan diskon 70% atau potongan harga 30rb?",untuk tim tokopedia tolongini mau daftar susah pas daftar otomatis voucher guna baru hingga 30rb potong diskon hingga 70 semua keluarga saya pas daftar pertama kali jadi mohon bantu sangat adilsaya daftar nya gimana kalo gak dapat voucher guna baru diskon 70 potong harga 30rb
Imam Lutfiansyah (Lutfi),"Tokopedia dan Sicepat sama-sama ampas, tau begitu mending bayar jasa ongkir dari pada pake embel² gratis ongkir tapi penyedia layanan bapuk 11.12. Di aplikasi lain pake jasa ongkir aplikasi aman² aja, lha ini si tokped dan Sicepat sama-sama amburadul kocak².",tokopedia sicepat samasama ampas tau mending bayar jasa ongkir pada pake embel gratis ongkir sedia layan bapuk 1112 aplikasi pake jasa ongkir aplikasi aman aja lha si tokped sicepat samasama amburadul kocak
Yuci Rachmad,Untuk toko2 yang sudah menjual dan sudah ada p.o. ada yang sengaja dibuat batal sampai batas waktu pengiriman. Sebaiknya toko2 tersebut dimoderasi lah. Menghubungi tokopedia care juga ga guna soalnya yang jawab robot. Yang kaya beginian yang buat bete pada dia official store. 👎 Jawaban juga template,toko2 sudah jual sudah po sengaja buat batal batas waktu kirim baik toko2 sebut dimoderasi lah hubung tokopedia care ga soal jawab robot kaya begini yang buat bete dia official store jawab template
Bambang Kc,"Aplikasi bobrok, ngasih promo discount. Barang sudah di bayar via indomaret, tiba2 di cancel sistem. Tolol buang2 waktu, biaya admin indomaret. Jangan tergiur harga murah. Mending beli di toko sebelah, udh pasti gak di PHPin.",aplikasi bobrok ngasih promo discount barang bayar via indomaret tiba2 cancel sistem tolol buang2 waktu biaya admin indomaret jangan giur harga murah mending beli toko belah udh gak di phpin
Denistina Indira,"Ga jelas asli 2x pesen barang pake voucher diskon selalu kebatal otomatis padahal disitu tertera paket sudah diterima jasa kirim, chat cs nya Allahuakbar lama poll bales nya. Tolong buat jasa kirim yg gratong dibuat bisa milih jangan si cepat doang, rugi banget nunggu 6 hari barang nya malah batal. Sistem nya diperbaiki deh, males belanja disini",ga jelas asli 2x sen barang pake voucher diskon selalu batal otomatis padahal situ tera paket terima jasa kirim chat cs nya allahuakbar lama poll bales nya buat jasa kirim yang gratong buat milih jangan si cepat doang rugi banget nunggu 6 hari barang nya malah batal sistem nya baik deh males belanja sini
Mamak Sweety (SafrinaHasbuh),"Untuk pengembang ,tolong adakan fitur customer bisa memblok toko2 yang tidak responsif. misal orderan hanya berstatus proses tapi tidak ada kelanjutannya sampai di batalkan oleh sitem. padahal jika penjual tidak ada stok atau barang habis harusnya bisa segera membatalkan ,dana juga lansung balik dan customer bisa beli di toko lain. rata2 penjual tidak mau performa toko nya jelek jadi tidak mau membatalakan orderan ditunggu sampe di batalkan sistem.di chat ga di balas bikin dongkol tau ga 🤧🤧",kembang adakan fitur customer blok toko2 responsif misal order status proses lanjut batal sitem padahal jual ada stok barang habis harus segera batal dana lansung balik customer beli toko rata2 jual tidak mau performa toko nya jelek jadi tidak mau membatalakan order tunggu sampe batal sistemdi chat ga di balas bikin dongkol tau ga
Farras Ariq,"Terlalu banyak pesanan yang di batalkan padahal saya beli cash tidak kredit dan pembeliannya jutaan bukan receh, saya rasa banyak sekali pengguna tokopedia yang kasusnya seperti saya, ini membuat reputasi dan namabaik tokopedia jelek untuk pengguna loyal seperti saya. saya hayap tokoledia bisa mendengar keluhan-keluhan penggunanya agar lebih baik.",terlalu banyak pesan di batal padahal beli cash kredit beli juta bukan receh rasa banyak sekali guna tokopedia kasus buat reputasi namabaik tokopedia jelek guna loyal saya saya hayap tokoledia dengar keluhankeluhan guna lebih baik
MR. Aidan L,Saya pesan barang tetapi tidak bisa dikirim alasan barang berbahaya padahal cuma aki motor listrik dari baterai! Dan bisa lewat darat toh? Saya sebagai pembeli tau nya barang saya dikirim karena sudah saya bayar kalau memang tidak bisa dikirim seharusnya dari awal seller maupun jasa pengiriman sudah tau dong! Terus saya yang dirugikan barang di retur ke seller dan uang saya dikembalikan dengan dipotong biaya pengiriman! Aneh kenapa saya yang dirugikan? Apakah salah saya? Merugikan!,pesan barang kirim alas barang bahaya padahal cuma aki motor listrik baterai bisa lewat darat beli tau nya barang kirim bayar kalau memang tidak bisa kirim dari awal seller maupun jasa kirim sudah tau dong terus rugi barang retur seller uang kembali potong biaya kirim aneh saya yang rugi salah saya rugi
Akun Epbi,"Nunggu TokopediaCare 1 jam cuma dijawab ""dana akan dikembalikan 1x24 jam"" Kenapa ga bilang dr awal? Nyesel beli di tokped. Update, ceritanya dapet voucher yg bisa digunakan sampe 12 Desember. Sebelum tgl tsb malah ga bisa di pake voucher nya. Eh pas komplain malah di ilangin voucher nya. Ga lagi² dah komplain ke cs. Bukanya menyelesaikan masalah malah ngilangin barang buktinya",nunggu tokopediacare 1 jam cuma jawab dana kembali 1x24 jam ga bilang dr awal nyesel beli tokped update cerita dapet voucher yang guna sampe 12 desember tgl tsb malah ga pake voucher nya eh pas komplain malah di ilangin voucher nya ga dah komplain cs buka selesai masalah malah ngilangin barang bukti
Ichan Meswew,"Retur barang'a ribet & bertele2 payah bikin resah pembeli. Tolng di perbaiki sistem retur barangnya maopun COD/bukan padhal sama aja bayar2 jg knpa di bedain pas retur, Ga kaya Lazada/shope retur gampang bgt. 1 lg yg paling penting dikasih pilihan kurir pengiriman jgn JNE doang. JNE Kurir paling lelet sedunia dari jakarta ke jakarta aja bisa sampe seminggu parah JNE dari dulu klo krim barang ga pernah kurang dari tanggal estimasi sampe pasti lewat dari tanggal estimasinya ga berubah2.",retur baranga ribet bertele2 payah bikin resah beli tolng baik sistem retur barang maopun codbukan padhal sama aja bayar2 jg knpa bedain pas retur ga kaya lazadashope retur gampang banget 1 lg yang paling penting kasih pilih kurir kirim jgn jne doang jne kurir paling lelet dunia jakarta jakarta aja sampe minggu parah jne dulu klo krim barang ga pernah kurang tanggal estimasi sampe lewat tanggal estimasi ga berubah2
Flowerink Plant,"Penanganan barang hilang sangat lambat! Pengembalian dananya. Sampai sebulan lebih. Oh iya barang hilang tsb sampe sekarang blm direfund yaa saldonya. Padahal paylater saya bayar sampe lunas. Mau g bayar takut ditagih, tapi mau dibayar barangnya juga g sampe ke saya. Semoga bertemu di akhirat sana dengan penanggung jawabnya hehe",tangan barang hilang sangat lambat kembali dana bulan lebih iya barang hilang tsb sampe sekarang blm direfund yaa saldo padahal paylater bayar sampe lunas mau g bayar takut tagih mau bayar barang g sampe saya moga temu akhirat sana tanggung jawab hehe
